Date,Species,ID,Treatment,DaysPost,SUL,Mass
10.17.14,Wood Frog,101,SectionLine,4,23,1.16
10.17.14,Wood Frog,102,SectionLine,4,22,0.99
10.17.14,Wood Frog,106,SectionLine,4,19,0.81
10.17.14,Wood Frog,107,SectionLine,4,23,1.08
10.17.14,Wood Frog,111,SectionLine,4,24,1.32
10.17.14,Wood Frog,116,SectionLine,4,21,1.04
10.17.14,Wood Frog,129,SectionLine,4,23,1.41
10.17.14,Wood Frog,130,SectionLine,4,23,1.03
10.17.14,Wood Frog,131,SectionLine,4,21,1.05
10.17.14,Wood Frog,139,SectionLine,4,22,1.14
10.17.14,Wood Frog,145,SectionLine,4,25,1.44
10.17.14,Wood Frog,147,SectionLine,4,22,1.03
10.17.14,Wood Frog,148,SectionLine,4,23,1.4
10.20.14,Wood Frog,15,Control,7,26,1.48
10.20.14,Wood Frog,51,Control,7,25,1.34
10.20.14,Wood Frog,74,Control,7,26,1.62
10.20.14,Wood Frog,108,Control,7,22,0.96
10.20.14,Wood Frog,144,Control,7,24,1.27
10.20.14,Wood Frog,91,PreviouslyExposedSectionLine,7,24,1.27
10.20.14,Wood Frog,97,PreviouslyExposedSectionLine,7,24,1.11
10.20.14,Wood Frog,136,PreviouslyExposedSectionLine,7,25,1.06
10.20.14,Wood Frog,10,SectionLine,7,26,1.44
10.20.14,Wood Frog,40,SectionLine,7,22,1.22
10.20.14,Wood Frog,89,SectionLine,7,24,1.45
10.20.14,Wood Frog,101,SectionLine,7,23,1.2
10.20.14,Wood Frog,131,SectionLine,7,23,1.06
10.23.14,Wood Frog,21,Carter,3,23,1.08
10.23.14,Wood Frog,31,Carter,3,25,1.33
10.23.14,Wood Frog,63,Carter,3,23,1.24
10.23.14,Wood Frog,65,Carter,3,26,1.44
10.23.14,Wood Frog,140,Carter,3,24,1.54
10.23.14,Wood Frog,2,Control,10,23,1.34
10.23.14,Wood Frog,23,Control,10,24,1.37
10.23.14,Wood Frog,50,Control,10,23,1.36
10.23.14,Wood Frog,90,Control,10,23,1.42
10.23.14,Wood Frog,142,Control,10,25,1.58
10.23.14,Wood Frog,8,SectionLine,10,24,1.54
10.23.14,Wood Frog,79,SectionLine,10,25,1.38
10.23.14,Wood Frog,129,SectionLine,10,22,1.33
10.23.14,Wood Frog,147,SectionLine,10,24,1.12
10.23.14,Wood Frog,148,SectionLine,10,24,1.23
10.24.14,Wood Frog,5,Carter,4,22,1.32
10.24.14,Wood Frog,6,Carter,4,23,1.23
10.24.14,Wood Frog,7,Carter,4,27,1.58
10.24.14,Wood Frog,9,Carter,4,24,1.29
10.24.14,Wood Frog,12,Carter,4,23,1.34
10.24.14,Wood Frog,17,Carter,4,24,1.38
10.24.14,Wood Frog,19,Carter,4,24,1.68
10.24.14,Wood Frog,20,Carter,4,23,1.34
10.24.14,Wood Frog,25,Carter,4,23,1.11
10.24.14,Wood Frog,26,Carter,4,23,1.14
10.24.14,Wood Frog,36,Carter,4,23,1.5
10.24.14,Wood Frog,43,Carter,4,25,1.45
10.24.14,Wood Frog,54,Carter,4,21,1.04
10.24.14,Wood Frog,56,Carter,4,26,1.42
10.24.14,Wood Frog,57,Carter,4,26,1.45
10.24.14,Wood Frog,66,Carter,4,24,1.17
10.24.14,Wood Frog,69,Carter,4,25,1.63
10.24.14,Wood Frog,70,Carter,4,24,1.36
10.24.14,Wood Frog,76,Carter,4,24,1.41
10.24.14,Wood Frog,77,Carter,4,25,1.48
10.24.14,Wood Frog,84,Carter,4,25,1.49
10.24.14,Wood Frog,85,Carter,4,24,1.53
10.24.14,Wood Frog,92,Carter,4,24,1.41
10.24.14,Wood Frog,94,Carter,4,24,1.49
10.24.14,Wood Frog,96,Carter,4,23,1.34
10.24.14,Wood Frog,109,Carter,4,22,1.11
10.24.14,Wood Frog,121,Carter,4,24,1.53
10.24.14,Wood Frog,122,Carter,4,26,1.56
10.24.14,Wood Frog,133,Carter,4,25,1.51
10.24.14,Wood Frog,141,Carter,4,24,1.35
10.24.14,Wood Frog,3,Control,11,24,1.43
10.24.14,Wood Frog,4,Control,11,22,1.09
10.24.14,Wood Frog,13,Control,11,25,1.49
10.24.14,Wood Frog,28,Control,11,22,1.57
10.24.14,Wood Frog,29,Control,11,24,1.53
10.24.14,Wood Frog,30,Control,11,24,1.51
10.24.14,Wood Frog,34,Control,11,24,1.54
10.24.14,Wood Frog,45,Control,11,22,1.6
10.24.14,Wood Frog,58,Control,11,25,1.32
10.24.14,Wood Frog,62,Control,11,25,1.86
10.24.14,Wood Frog,67,Control,11,24,1.55
10.24.14,Wood Frog,75,Control,11,25,1.44
10.24.14,Wood Frog,78,Control,11,25,1.49
10.24.14,Wood Frog,95,Control,11,23,1.38
10.24.14,Wood Frog,103,Control,11,24,1.68
10.24.14,Wood Frog,117,Control,11,25,1.63
10.24.14,Wood Frog,123,Control,11,25,2.12
10.24.14,Wood Frog,125,Control,11,22,1.26
10.24.14,Wood Frog,135,Control,11,23,1.54
10.24.14,Wood Frog,137,Control,11,20,1.22
10.24.14,Wood Frog,83,SectionLine,11,23,1.32
10.24.14,Wood Frog,145,SectionLine,11,25,1.29
10.27.14,Wood Frog,6,Carter,7,22,1.18
10.27.14,Wood Frog,56,Carter,7,25,1.39
10.27.14,Wood Frog,57,Carter,7,24,1.5
10.27.14,Wood Frog,133,Carter,7,25,1.53
10.27.14,Wood Frog,141,Carter,7,24,1.27
10.30.14,Wood Frog,12,Carter,10,23,1.39
10.30.14,Wood Frog,20,Carter,10,22,1.32
10.30.14,Wood Frog,69,Carter,10,25,1.63
10.30.14,Wood Frog,76,Carter,10,26,1.51
10.30.14,Wood Frog,109,Carter,10,21,1.01
10.31.14,Wood Frog,5,Carter,11,22,1.34
10.31.14,Wood Frog,7,Carter,11,24,1.47
10.31.14,Wood Frog,9,Carter,11,25,1.25
10.31.14,Wood Frog,17,Carter,11,23,1.51
10.31.14,Wood Frog,19,Carter,11,24,1.28
10.31.14,Wood Frog,25,Carter,11,24,1.18
10.31.14,Wood Frog,26,Carter,11,22,1.18
10.31.14,Wood Frog,36,Carter,11,24,1.53
10.31.14,Wood Frog,43,Carter,11,24,1.47
10.31.14,Wood Frog,54,Carter,11,20,1.06
10.31.14,Wood Frog,66,Carter,11,22,1.09
10.31.14,Wood Frog,70,Carter,11,23,1.46
10.31.14,Wood Frog,77,Carter,11,25,1.63
10.31.14,Wood Frog,84,Carter,11,27,1.61
10.31.14,Wood Frog,85,Carter,11,22,1.42
10.31.14,Wood Frog,92,Carter,11,23,1.46
10.31.14,Wood Frog,94,Carter,11,25,1.46
10.31.14,Wood Frog,96,Carter,11,24,1.2
10.31.14,Wood Frog,121,Carter,11,25,1.39
10.31.14,Wood Frog,122,Carter,11,24,1.63
10.31.14,Wood Frog,3,Control,18,25,1.6
10.31.14,Wood Frog,4,Control,18,23,1.12
10.31.14,Wood Frog,13,Control,18,23,1.38
10.31.14,Wood Frog,28,Control,18,23,1.47
10.31.14,Wood Frog,29,Control,18,24,1.62
10.31.14,Wood Frog,30,Control,18,23,1.77
10.31.14,Wood Frog,34,Control,18,25,1.52
10.31.14,Wood Frog,45,Control,18,22,1.57
10.31.14,Wood Frog,58,Control,18,25,1.87
10.31.14,Wood Frog,62,Control,18,22,1.65
10.31.14,Wood Frog,67,Control,18,23,1.3
10.31.14,Wood Frog,75,Control,18,23,1.41
10.31.14,Wood Frog,78,Control,18,24,1.48
10.31.14,Wood Frog,95,Control,18,22,1.27
10.31.14,Wood Frog,103,Control,18,23,1.83
10.31.14,Wood Frog,117,Control,18,22,1.5
10.31.14,Wood Frog,123,Control,18,27,2.15
10.31.14,Wood Frog,125,Control,18,21,1.19
10.31.14,Wood Frog,135,Control,18,22,1.85
10.31.14,Wood Frog,137,Control,18,22,1.4
10.31.14,Wood Frog,83,SectionLine,18,24,1.38
11.07.14,Wood Frog,5,Carter,18,24,1.28
11.07.14,Wood Frog,7,Carter,18,25,1.36
11.07.14,Wood Frog,9,Carter,18,24,1.28
11.07.14,Wood Frog,17,Carter,18,24,1.52
11.07.14,Wood Frog,19,Carter,18,25,1.53
11.07.14,Wood Frog,25,Carter,18,24,1.26
11.07.14,Wood Frog,26,Carter,18,22,1.33
11.07.14,Wood Frog,36,Carter,18,23,1.43
11.07.14,Wood Frog,43,Carter,18,24,1.25
11.07.14,Wood Frog,54,Carter,18,19,0.96
11.07.14,Wood Frog,66,Carter,18,21,1.08
11.07.14,Wood Frog,70,Carter,18,23,1.43
11.07.14,Wood Frog,77,Carter,18,24,1.52
11.07.14,Wood Frog,84,Carter,18,26,1.61
11.07.14,Wood Frog,85,Carter,18,24,1.46
11.07.14,Wood Frog,92,Carter,18,24,1.36
11.07.14,Wood Frog,94,Carter,18,24,1.45
11.07.14,Wood Frog,96,Carter,18,24,1.22
11.07.14,Wood Frog,121,Carter,18,23,1.42
11.07.14,Wood Frog,122,Carter,18,24,1.38
11.07.14,Wood Frog,3,Control,25,25,1.81
11.07.14,Wood Frog,4,Control,25,22,1.27
11.07.14,Wood Frog,13,Control,25,24,1.72
11.07.14,Wood Frog,28,Control,25,23,1.49
11.07.14,Wood Frog,29,Control,25,24,1.45
11.07.14,Wood Frog,30,Control,25,24,1.43
11.07.14,Wood Frog,34,Control,25,24,1.8
11.07.14,Wood Frog,45,Control,25,22,1.67
11.07.14,Wood Frog,58,Control,25,23,1.55
11.07.14,Wood Frog,62,Control,25,22,1.66
11.07.14,Wood Frog,67,Control,25,24,1.54
11.07.14,Wood Frog,75,Control,25,22,1.55
11.07.14,Wood Frog,78,Control,25,25,1.46
11.07.14,Wood Frog,95,Control,25,24,1.46
11.07.14,Wood Frog,103,Control,25,23,1.71
11.07.14,Wood Frog,117,Control,25,23,1.79
11.07.14,Wood Frog,123,Control,25,26,2.29
11.07.14,Wood Frog,125,Control,25,22,1.25
11.07.14,Wood Frog,135,Control,25,24,1.71
11.07.14,Wood Frog,137,Control,25,23,1.45
11.07.14,Wood Frog,83,SectionLine,25,24,1.37
11.14.14,Wood Frog,5,Carter,25,25,1.51
11.14.14,Wood Frog,7,Carter,25,25,1.36
11.14.14,Wood Frog,9,Carter,25,25,1.25
11.14.14,Wood Frog,17,Carter,25,27,1.6
11.14.14,Wood Frog,19,Carter,25,26,1.56
11.14.14,Wood Frog,25,Carter,25,24,1.18
11.14.14,Wood Frog,26,Carter,25,24,1.15
11.14.14,Wood Frog,36,Carter,25,24,1.51
11.14.14,Wood Frog,43,Carter,25,25,1.3
11.14.14,Wood Frog,54,Carter,25,21,1.14
11.14.14,Wood Frog,66,Carter,25,24,1.02
11.14.14,Wood Frog,70,Carter,25,23,1.3
11.14.14,Wood Frog,77,Carter,25,25,1.56
11.14.14,Wood Frog,84,Carter,25,28,1.61
11.14.14,Wood Frog,85,Carter,25,24,1.49
11.14.14,Wood Frog,92,Carter,25,23,1.36
11.14.14,Wood Frog,94,Carter,25,23,1.42
11.14.14,Wood Frog,96,Carter,25,25,1.25
11.14.14,Wood Frog,121,Carter,25,25,1.53
11.14.14,Wood Frog,122,Carter,25,25,1.37
11.14.14,Wood Frog,3,Control,32,24,1.66
11.14.14,Wood Frog,4,Control,32,23,1.23
11.14.14,Wood Frog,13,Control,32,25,1.77
11.14.14,Wood Frog,28,Control,32,23,1.53
11.14.14,Wood Frog,29,Control,32,25,1.47
11.14.14,Wood Frog,30,Control,32,23,1.44
11.14.14,Wood Frog,34,Control,32,25,1.71
11.14.14,Wood Frog,45,Control,32,24,1.5
11.14.14,Wood Frog,58,Control,32,24,1.59
11.14.14,Wood Frog,62,Control,32,23,1.62
11.14.14,Wood Frog,67,Control,32,24,1.56
11.14.14,Wood Frog,75,Control,32,25,1.42
11.14.14,Wood Frog,78,Control,32,27,1.8
11.14.14,Wood Frog,95,Control,32,26,1.47
11.14.14,Wood Frog,103,Control,32,26,1.78
11.14.14,Wood Frog,117,Control,32,26,1.76
11.14.14,Wood Frog,123,Control,32,28,2.63
11.14.14,Wood Frog,125,Control,32,22,1.27
11.14.14,Wood Frog,135,Control,32,25,1.79
11.14.14,Wood Frog,137,Control,32,24,1.36
11.14.14,Wood Frog,83,SectionLine,32,26,1.46
11.21.14,Wood Frog,5,Carter,32,24,1.35
11.21.14,Wood Frog,7,Carter,32,25,1.57
11.21.14,Wood Frog,9,Carter,32,25,1.22
11.21.14,Wood Frog,17,Carter,32,24,1.53
11.21.14,Wood Frog,19,Carter,32,24,1.56
11.21.14,Wood Frog,25,Carter,32,24,1.16
11.21.14,Wood Frog,26,Carter,32,22,1.36
11.21.14,Wood Frog,36,Carter,32,24,1.38
11.21.14,Wood Frog,43,Carter,32,25,1.22
11.21.14,Wood Frog,54,Carter,32,21,1.02
11.21.14,Wood Frog,66,Carter,32,23,0.98
11.21.14,Wood Frog,70,Carter,32,24,1.29
11.21.14,Wood Frog,77,Carter,32,25,1.57
11.21.14,Wood Frog,84,Carter,32,27,1.49
11.21.14,Wood Frog,85,Carter,32,23,1.55
11.21.14,Wood Frog,92,Carter,32,23,1.38
11.21.14,Wood Frog,94,Carter,32,24,1.4
11.21.14,Wood Frog,96,Carter,32,23,1.16
11.21.14,Wood Frog,121,Carter,32,25,1.47
11.21.14,Wood Frog,122,Carter,32,24,1.65
11.21.14,Wood Frog,3,Control,39,26,1.76
11.21.14,Wood Frog,4,Control,39,22,1.51
11.21.14,Wood Frog,13,Control,39,25,1.8
11.21.14,Wood Frog,28,Control,39,23,1.74
11.21.14,Wood Frog,29,Control,39,24,1.71
11.21.14,Wood Frog,30,Control,39,23,1.58
11.21.14,Wood Frog,34,Control,39,25,1.5
11.21.14,Wood Frog,45,Control,39,24,1.73
11.21.14,Wood Frog,58,Control,39,25,1.61
11.21.14,Wood Frog,62,Control,39,24,1.69
11.21.14,Wood Frog,67,Control,39,24,1.36
11.21.14,Wood Frog,75,Control,39,23,1.72
11.21.14,Wood Frog,78,Control,39,26,1.62
11.21.14,Wood Frog,95,Control,39,25,1.53
11.21.14,Wood Frog,103,Control,39,24,1.61
11.21.14,Wood Frog,117,Control,39,26,1.69
11.21.14,Wood Frog,123,Control,39,27,2.57
11.21.14,Wood Frog,125,Control,39,23,1.49
11.21.14,Wood Frog,135,Control,39,24,1.68
11.21.14,Wood Frog,137,Control,39,23,1.21
11.21.14,Wood Frog,83,SectionLine,39,24,1.46
11.28.14,Wood Frog,5,Carter,39,25,1.41
11.28.14,Wood Frog,7,Carter,39,26,1.56
11.28.14,Wood Frog,9,Carter,39,25,1.24
11.28.14,Wood Frog,17,Carter,39,24,1.5
11.28.14,Wood Frog,19,Carter,39,25,1.48
11.28.14,Wood Frog,25,Carter,39,24,1.03
11.28.14,Wood Frog,26,Carter,39,22,1.4
11.28.14,Wood Frog,36,Carter,39,24,1.44
11.28.14,Wood Frog,43,Carter,39,25,1.21
11.28.14,Wood Frog,54,Carter,39,20,1.09
11.28.14,Wood Frog,66,Carter,39,23,1.19
11.28.14,Wood Frog,70,Carter,39,23,1.38
11.28.14,Wood Frog,77,Carter,39,25,1.51
11.28.14,Wood Frog,84,Carter,39,26,1.59
11.28.14,Wood Frog,85,Carter,39,24,1.55
11.28.14,Wood Frog,92,Carter,39,23,1.4
11.28.14,Wood Frog,94,Carter,39,25,1.49
11.28.14,Wood Frog,96,Carter,39,24,1.23
11.28.14,Wood Frog,121,Carter,39,24,1.38
11.28.14,Wood Frog,122,Carter,39,25,1.64
11.28.14,Wood Frog,3,Control,46,21,1.46
11.28.14,Wood Frog,4,Control,46,22,1.54
11.28.14,Wood Frog,13,Control,46,25,1.73
11.28.14,Wood Frog,28,Control,46,24,1.6
11.28.14,Wood Frog,29,Control,46,25,1.71
11.28.14,Wood Frog,30,Control,46,22,1.58
11.28.14,Wood Frog,34,Control,46,23,1.74
11.28.14,Wood Frog,45,Control,46,24,1.56
11.28.14,Wood Frog,58,Control,46,26,1.51
11.28.14,Wood Frog,62,Control,46,22,1.53
11.28.14,Wood Frog,67,Control,46,24,1.66
11.28.14,Wood Frog,75,Control,46,23,1.68
11.28.14,Wood Frog,78,Control,46,25,1.6
11.28.14,Wood Frog,95,Control,46,25,1.32
11.28.14,Wood Frog,103,Control,46,25,1.89
11.28.14,Wood Frog,117,Control,46,25,1.67
11.28.14,Wood Frog,123,Control,46,29,2.52
11.28.14,Wood Frog,125,Control,46,23,1.55
11.28.14,Wood Frog,135,Control,46,25,1.72
11.28.14,Wood Frog,137,Control,46,23,1.43
11.28.14,Wood Frog,83,SectionLine,46,25,1.58
12.05.14,Wood Frog,5,Carter,46,24,1.36
12.05.14,Wood Frog,7,Carter,46,27,1.25
12.05.14,Wood Frog,9,Carter,46,24,1.3
12.05.14,Wood Frog,17,Carter,46,25,1.5
12.05.14,Wood Frog,19,Carter,46,24,1.66
12.05.14,Wood Frog,25,Carter,46,23,1.14
12.05.14,Wood Frog,26,Carter,46,23,1.34
12.05.14,Wood Frog,36,Carter,46,24,1.42
12.05.14,Wood Frog,43,Carter,46,25,1.29
12.05.14,Wood Frog,54,Carter,46,21,1.13
12.05.14,Wood Frog,66,Carter,46,22,1.07
12.05.14,Wood Frog,70,Carter,46,23,1.35
12.05.14,Wood Frog,77,Carter,46,25,1.51
12.05.14,Wood Frog,84,Carter,46,28,1.63
12.05.14,Wood Frog,85,Carter,46,25,1.5
12.05.14,Wood Frog,92,Carter,46,24,1.42
12.05.14,Wood Frog,94,Carter,46,24,1.63
12.05.14,Wood Frog,96,Carter,46,23,1.21
12.05.14,Wood Frog,121,Carter,46,25,1.66
12.05.14,Wood Frog,122,Carter,46,25,1.55